Year,Region,Students,School,Gender
2012,부산,127,각종학교,여성
2013,부산,148,각종학교,여성
2014,부산,119,각종학교,여성
2015,부산,108,각종학교,여성
2016,부산,112,각종학교,여성
2017,부산,,각종학교,여성
2018,부산,,각종학교,여성
2019,부산,31,각종학교,여성
2020,부산,27,각종학교,여성
2021,부산,26,각종학교,여성
2022,부산,22,각종학교,여성
2023,부산,40,각종학교,여성
2024,부산,104,각종학교,여성
1999,대구,110,각종학교,여성
2000,대구,,각종학교,여성
2001,대구,,각종학교,여성
2002,대구,,각종학교,여성
2003,대구,,각종학교,여성
2004,대구,,각종학교,여성
2005,대구,,각종학교,여성
2006,대구,,각종학교,여성
2007,대구,101,각종학교,여성
2008,대구,102,각종학교,여성
2009,대구,95,각종학교,여성
2010,대구,128,각종학교,여성
2011,대구,128,각종학교,여성
2012,대구,133,각종학교,여성
2013,대구,108,각종학교,여성
2014,대구,87,각종학교,여성
2015,대구,97,각종학교,여성
2016,대구,100,각종학교,여성
2017,대구,,각종학교,여성
2018,대구,31,각종학교,여성
2019,대구,47,각종학교,여성
2020,대구,49,각종학교,여성
2021,대구,54,각종학교,여성
2022,대구,52,각종학교,여성
2023,대구,63,각종학교,여성
2024,대구,65,각종학교,여성
1999,인천,,각종학교,여성
2000,인천,,각종학교,여성
2001,인천,,각종학교,여성
2002,인천,,각종학교,여성
2003,인천,,각종학교,여성
2004,인천,,각종학교,여성
2005,인천,,각종학교,여성
2006,인천,,각종학교,여성
2007,인천,74,각종학교,여성
2008,인천,63,각종학교,여성
2009,인천,76,각종학교,여성
2010,인천,83,각종학교,여성
2011,인천,81,각종학교,여성
2012,인천,100,각종학교,여성
2013,인천,45,각종학교,여성
2014,인천,18,각종학교,여성
2015,인천,10,각종학교,여성
2016,인천,16,각종학교,여성
2017,인천,14,각종학교,여성
2018,인천,15,각종학교,여성
2019,인천,12,각종학교,여성
2020,인천,14,각종학교,여성
2021,인천,17,각종학교,여성
2022,인천,11,각종학교,여성
2023,인천,11,각종학교,여성
2024,인천,22,각종학교,여성
1999,광주,124,각종학교,여성
2000,광주,127,각종학교,여성
2001,광주,135,각종학교,여성
2002,광주,125,각종학교,여성
2003,광주,114,각종학교,여성
2004,광주,99,각종학교,여성
2005,광주,116,각종학교,여성
2006,광주,142,각종학교,여성
2007,광주,169,각종학교,여성
2008,광주,183,각종학교,여성
2009,광주,176,각종학교,여성
2010,광주,216,각종학교,여성
2011,광주,236,각종학교,여성
2012,광주,271,각종학교,여성
2013,광주,241,각종학교,여성
2014,광주,332,각종학교,여성
2015,광주,333,각종학교,여성
2016,광주,336,각종학교,여성
2017,광주,320,각종학교,여성
2018,광주,303,각종학교,여성
2019,광주,315,각종학교,여성
2020,광주,303,각종학교,여성
2021,광주,293,각종학교,여성
2022,광주,280,각종학교,여성
2023,광주,283,각종학교,여성
2024,광주,250,각종학교,여성
1999,대전,,각종학교,여성
2000,대전,,각종학교,여성
2001,대전,,각종학교,여성
2002,대전,,각종학교,여성
2003,대전,,각종학교,여성
2004,대전,,각종학교,여성
2005,대전,24,각종학교,여성
2006,대전,,각종학교,여성
2007,대전,30,각종학교,여성
2008,대전,14,각종학교,여성
2009,대전,21,각종학교,여성
2010,대전,25,각종학교,여성
2011,대전,18,각종학교,여성
2012,대전,73,각종학교,여성
2013,대전,85,각종학교,여성
2014,대전,89,각종학교,여성
2015,대전,84,각종학교,여성
2016,대전,77,각종학교,여성
2017,대전,123,각종학교,여성
2018,대전,117,각종학교,여성
2019,대전,107,각종학교,여성
2020,대전,106,각종학교,여성
2021,대전,85,각종학교,여성
2022,대전,66,각종학교,여성
2023,대전,64,각종학교,여성
2024,대전,52,각종학교,여성
1999,울산,,각종학교,여성
2000,울산,,각종학교,여성
2001,울산,,각종학교,여성
2002,울산,,각종학교,여성
2003,울산,,각종학교,여성
2004,울산,,각종학교,여성
2005,울산,,각종학교,여성
2006,울산,,각종학교,여성
2007,울산,,각종학교,여성
2008,울산,,각종학교,여성
2009,울산,,각종학교,여성
2010,울산,,각종학교,여성
2011,울산,,각종학교,여성
2012,울산,,각종학교,여성
2013,울산,,각종학교,여성
2014,울산,,각종학교,여성
2015,울산,,각종학교,여성
2016,울산,,각종학교,여성
2017,울산,,각종학교,여성
2018,울산,,각종학교,여성
2019,울산,,각종학교,여성
2020,울산,,각종학교,여성
2021,울산,10,각종학교,여성
2022,울산,18,각종학교,여성
2023,울산,30,각종학교,여성
2024,울산,32,각종학교,여성
2013,세종,,각종학교,여성
2014,세종,,각종학교,여성
2015,세종,,각종학교,여성
2016,세종,,각종학교,여성
2017,세종,,각종학교,여성
2018,세종,,각종학교,여성
2019,세종,,각종학교,여성
2020,세종,,각종학교,여성
2021,세종,,각종학교,여성
2022,세종,,각종학교,여성
2023,세종,,각종학교,여성
2024,세종,,각종학교,여성
1999,경기,435,각종학교,여성
2000,경기,448,각종학교,여성
2001,경기,465,각종학교,여성
2002,경기,439,각종학교,여성
2003,경기,426,각종학교,여성
2004,경기,393,각종학교,여성
2005,경기,404,각종학교,여성
2006,경기,401,각종학교,여성
2007,경기,396,각종학교,여성
2008,경기,371,각종학교,여성
2009,경기,409,각종학교,여성
2010,경기,532,각종학교,여성
2011,경기,717,각종학교,여성
2012,경기,859,각종학교,여성
2013,경기,857,각종학교,여성
2014,경기,1013,각종학교,여성
2015,경기,1046,각종학교,여성
2016,경기,1015,각종학교,여성
2017,경기,1045,각종학교,여성
2018,경기,1139,각종학교,여성
2019,경기,1195,각종학교,여성
2020,경기,1235,각종학교,여성
2021,경기,1248,각종학교,여성
2022,경기,1359,각종학교,여성
2023,경기,1436,각종학교,여성
2024,경기,1503,각종학교,여성
1999,강원,,각종학교,여성
2000,강원,,각종학교,여성
2001,강원,,각종학교,여성
2002,강원,,각종학교,여성
2003,강원,,각종학교,여성
2004,강원,,각종학교,여성
2005,강원,,각종학교,여성
2006,강원,,각종학교,여성
2007,강원,,각종학교,여성
2008,강원,,각종학교,여성
2009,강원,,각종학교,여성
2010,강원,,각종학교,여성
2011,강원,,각종학교,여성
2012,강원,,각종학교,여성
2013,강원,,각종학교,여성
2014,강원,,각종학교,여성
2015,강원,,각종학교,여성
2016,강원,,각종학교,여성
2017,강원,,각종학교,여성
2018,강원,22,각종학교,여성
2019,강원,15,각종학교,여성
2020,강원,57,각종학교,여성
2021,강원,66,각종학교,여성
2022,강원,68,각종학교,여성
2023,강원,71,각종학교,여성
2024,강원,73,각종학교,여성
1999,충북,,각종학교,여성
2000,충북,,각종학교,여성
2001,충북,,각종학교,여성
2002,충북,,각종학교,여성
2003,충북,,각종학교,여성
2004,충북,,각종학교,여성
2005,충북,,각종학교,여성
2006,충북,,각종학교,여성
2007,충북,,각종학교,여성
2008,충북,,각종학교,여성
2009,충북,,각종학교,여성
2010,충북,,각종학교,여성
2011,충북,158,각종학교,여성
2012,충북,178,각종학교,여성
2013,충북,203,각종학교,여성
2014,충북,218,각종학교,여성
2015,충북,197,각종학교,여성
2016,충북,182,각종학교,여성
2017,충북,211,각종학교,여성
2018,충북,198,각종학교,여성
2019,충북,209,각종학교,여성
2020,충북,183,각종학교,여성
2021,충북,195,각종학교,여성
2022,충북,167,각종학교,여성
2023,충북,214,각종학교,여성
2024,충북,230,각종학교,여성
1999,충남,,각종학교,여성
2000,충남,,각종학교,여성
2001,충남,,각종학교,여성
2002,충남,,각종학교,여성
2003,충남,,각종학교,여성
2004,충남,,각종학교,여성
2005,충남,,각종학교,여성
2006,충남,,각종학교,여성
2007,충남,,각종학교,여성
2008,충남,,각종학교,여성
2009,충남,,각종학교,여성
2010,충남,,각종학교,여성
2011,충남,,각종학교,여성
2012,충남,,각종학교,여성
2013,충남,,각종학교,여성
2014,충남,,각종학교,여성
2015,충남,,각종학교,여성
2016,충남,,각종학교,여성
2017,충남,,각종학교,여성
2018,충남,,각종학교,여성
2019,충남,7,각종학교,여성
2020,충남,12,각종학교,여성
2021,충남,20,각종학교,여성
2022,충남,15,각종학교,여성
2023,충남,14,각종학교,여성
2024,충남,25,각종학교,여성
1999,전북,684,각종학교,여성
2000,전북,938,각종학교,여성
2001,전북,886,각종학교,여성
2002,전북,917,각종학교,여성
2003,전북,900,각종학교,여성
2004,전북,,각종학교,여성
2005,전북,,각종학교,여성
2006,전북,,각종학교,여성
2007,전북,,각종학교,여성
2008,전북,,각종학교,여성
2009,전북,,각종학교,여성
2010,전북,,각종학교,여성
2011,전북,,각종학교,여성
2012,전북,,각종학교,여성
2013,전북,,각종학교,여성
2014,전북,,각종학교,여성
2015,전북,,각종학교,여성
2016,전북,,각종학교,여성
2017,전북,,각종학교,여성
2018,전북,,각종학교,여성
2019,전북,,각종학교,여성
2020,전북,,각종학교,여성
2021,전북,,각종학교,여성
2022,전북,,각종학교,여성
2023,전북,,각종학교,여성
2024,전북,,각종학교,여성
1999,전남,,각종학교,여성
2000,전남,,각종학교,여성
2001,전남,,각종학교,여성
2002,전남,,각종학교,여성
2003,전남,,각종학교,여성
2004,전남,,각종학교,여성
2005,전남,,각종학교,여성
2006,전남,,각종학교,여성
2007,전남,,각종학교,여성
2008,전남,,각종학교,여성
2009,전남,,각종학교,여성
2010,전남,,각종학교,여성
2011,전남,,각종학교,여성
2012,전남,,각종학교,여성
2013,전남,,각종학교,여성
2014,전남,,각종학교,여성
2015,전남,,각종학교,여성
2016,전남,,각종학교,여성
2017,전남,,각종학교,여성
2018,전남,44,각종학교,여성
2019,전남,51,각종학교,여성
2020,전남,88,각종학교,여성
2021,전남,83,각종학교,여성
2022,전남,87,각종학교,여성
2023,전남,89,각종학교,여성
2024,전남,79,각종학교,여성
1999,경북,79,각종학교,여성
2000,경북,86,각종학교,여성
2001,경북,103,각종학교,여성
2002,경북,101,각종학교,여성
2003,경북,97,각종학교,여성
2004,경북,87,각종학교,여성
2005,경북,91,각종학교,여성
2006,경북,110,각종학교,여성
2007,경북,156,각종학교,여성
2008,경북,159,각종학교,여성
2009,경북,195,각종학교,여성
2010,경북,193,각종학교,여성
2011,경북,327,각종학교,여성
2012,경북,368,각종학교,여성
2013,경북,547,각종학교,여성
2014,경북,525,각종학교,여성
2015,경북,493,각종학교,여성
2016,경북,491,각종학교,여성
2017,경북,449,각종학교,여성
2018,경북,617,각종학교,여성
2019,경북,625,각종학교,여성
2020,경북,650,각종학교,여성
2021,경북,691,각종학교,여성
2022,경북,663,각종학교,여성
2023,경북,664,각종학교,여성
2024,경북,735,각종학교,여성
1999,경남,,각종학교,여성
2000,경남,,각종학교,여성
2001,경남,,각종학교,여성
2002,경남,,각종학교,여성
2003,경남,,각종학교,여성
2004,경남,,각종학교,여성
2005,경남,,각종학교,여성
2006,경남,,각종학교,여성
2007,경남,,각종학교,여성
2008,경남,,각종학교,여성
2009,경남,,각종학교,여성
2010,경남,,각종학교,여성
2011,경남,,각종학교,여성
2012,경남,,각종학교,여성
2013,경남,,각종학교,여성
2014,경남,18,각종학교,여성
2015,경남,42,각종학교,여성
2016,경남,53,각종학교,여성
2017,경남,97,각종학교,여성
2018,경남,117,각종학교,여성
2019,경남,136,각종학교,여성
2020,경남,151,각종학교,여성
2021,경남,173,각종학교,여성
2022,경남,212,각종학교,여성
2023,경남,208,각종학교,여성
2024,경남,221,각종학교,여성
1999,제주,,각종학교,여성
2000,제주,,각종학교,여성
2001,제주,,각종학교,여성
2002,제주,,각종학교,여성
2003,제주,,각종학교,여성
2004,제주,,각종학교,여성
2005,제주,,각종학교,여성
2006,제주,,각종학교,여성
2007,제주,,각종학교,여성
2008,제주,,각종학교,여성
